name,platform,year,genre,publisher,critic_score,user_score,total_sales,na_sales,jp_sales,pal_sales,other_sales
pro evolution soccer 2011,PS2,2010.0,Sports,Konami Digital Entertainment,,,0.41,0.04,0.05,0.21,0.11
Dragon Quest Builders: Revive Alefgard,PS4,2016.0,Role-Playing,Square Enix,,,0.49,0.08,0.22999999999999998,0.14,0.045
DiRT Rally,PS4,2016.0,Racing,Codemasters,46.75,8.0,0.44,0.085,0.0,0.28500000000000003,0.065
Toukiden: The Age of Demons,PSV,2013.0,Action,Tecmo Koei,39.05,8.0,0.295,0.035,0.215,0.03,0.02
Earth Defense Force 2025,PS3,2013.0,Shooter,D3Publisher,,,0.355,0.04,0.27,0.025,0.01
Mega Man X3,SNES,1995.0,Action,Laguna,,,0.35,0.04,0.3,0.01,0.0
Dynasty Warriors: Gundam 2,PS2,2008.0,Action,Namco Bandai Games,28.95,,0.34,0.04,0.25,0.03,0.01
Manhunt 2,PSP,2007.0,Action,Take-Two Interactive,38.25,,0.31,0.04,0.0,0.175,0.095
The LEGO Movie Videogame,PSV,2014.0,Action,Warner Bros. Interactive Entertainment,,,0.3,0.04,0.0,0.195,0.07
Attack on Titan (KOEI),PS4,2016.0,Action,Tecmo Koei,,,0.28,0.04,0.11,0.11,0.03
Junior Brain Trainer 2,DS,2010.0,Misc,GSP,,,0.28,0.04,0.0,0.20500000000000002,0.03
R.U.S.E.,PC,2010.0,Strategy,Ubisoft,42.0,,0.265,0.04,0.0,0.19,0.035
Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,Tecmo Koei,,,0.26,0.04,0.16,0.04,0.02
Zoo Tycoon 2: Ultimate Collection,PC,2008.0,Strategy,Microsoft Game Studios,,,0.255,0.04,0.0,0.185,0.035
Bust A Groove 2,PS,1999.0,Misc,Enix Corporation,36.5,,0.26,0.04,0.18,0.03,0.02
How to Train Your Dragon 2,3DS,2014.0,Adventure,Little Orbit,,,0.265,0.04,0.0,0.20500000000000002,0.02
Need for Speed Rivals,PC,2013.0,Racing,Electronic Arts,42.0,,0.25,0.04,0.0,0.19,0.02
K-1 Revenge,PS,1997.0,Fighting,Xing Entertainment,,,0.24,0.04,0.16,0.03,0.02
Gallop Racer (JP),PS,1996.0,Sports,Tecmo Koei,,,0.24,0.04,0.16,0.03,0.02
Ride,PS4,2015.0,Racing,Milestone S.r.l.,,,0.22999999999999998,0.04,0.03,0.13,0.03
Risen 2: Dark Waters,PS3,2012.0,Role-Playing,Deep Silver,26.8,5.45,0.225,0.04,0.01,0.135,0.035
Dragon Ball: Origins (JP & incomplete US sales),DS,2008.0,Adventure,Atari,,,0.22,0.04,0.17,0.0,0.0
World of Final Fantasy,PSV,2016.0,Role-Playing,Square Enix,42.35,8.15,0.27999999999999997,0.065,0.08499999999999999,0.08499999999999999,0.045
Journey,PS3,2012.0,Adventure,Sony Computer Entertainment Europe,,,0.21,0.04,0.0,0.13,0.04
Gallop Racer 2003: A New Breed,PS2,2002.0,Sports,Zoo Digital Publishing,37.95,,0.21,0.04,0.12,0.03,0.01
Assassin's Creed The Ezio Collection,PS4,2016.0,Action,Ubisoft,,,0.495,0.09000000000000001,0.01,0.325,0.075
Arcana Heart 3,PS3,2011.0,Fighting,PQube,40.0,,0.2,0.04,0.1,0.045,0.02
Tom Clancy's Splinter Cell: Blacklist,PC,2013.0,Action,Ubisoft,45.2,,0.2,0.05,0.0,0.135,0.015
Senran Kagura: Estival Versus,PSV,2015.0,Action,Marvelous Interactive,,,0.18,0.04,0.095,0.025,0.02
How to Train Your Dragon 2,Wii,2014.0,Adventure,Little Orbit,,,0.185,0.04,0.0,0.135,0.01
MotoGP 14 ,PS4,2014.0,Racing,Milestone S.r.l.,,,0.18,0.04,0.0,0.11,0.03
Valhalla Knights 3,PSV,2013.0,Role-Playing,Xseed Games,26.4,6.85,0.18,0.04,0.12,0.01,0.015
Escape The Museum,DS,2010.0,Adventure,Astragon,,,0.18,0.04,0.0,0.12,0.02
Ar tonelico 2: Melody of Metafalica,PS2,2007.0,Role-Playing,Nippon Ichi Software,,,0.18,0.04,0.11,0.03,0.01
K-1 World Grand Prix,PS2,2002.0,Sports,Konami Digital Entertainment,37.65,,0.18,0.04,0.1,0.03,0.01
Driving Emotion Type-S,PS2,2000.0,Racing,Electronic Arts,31.0,,0.18,0.04,0.11,0.03,0.01
Mega Man Soccer,SNES,1993.0,Sports,Capcom,,,0.18,0.04,0.13,0.01,0.0
7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,Sega,42.25,8.05,0.20500000000000002,0.05,0.125,0.02,0.005
Demon Gaze,PSV,2013.0,Role-Playing,Nippon Ichi Software,38.5,7.45,0.17,0.04,0.08499999999999999,0.025,0.02
LEGO Marvel Super Heroes,PC,2013.0,Action,Warner Bros. Interactive Entertainment,,,0.17,0.04,0.0,0.12,0.01
MotoGP 10/11,PS3,2011.0,Racing,Capcom,37.0,,0.17,0.04,0.0,0.1,0.03
Professor Heinz Wolff's Gravity,Wii,2008.0,Puzzle,Deep Silver,34.45,,0.17,0.04,0.0,0.12,0.02
Beat Down: Fists of Vengeance,PS2,2005.0,Action,Capcom,26.3,,0.17,0.04,0.09,0.03,0.01
Lego Star Wars: The Force Awakens,PS3,2016.0,Action,Warner Bros. Interactive Entertainment,,,0.255,0.05500000000000001,0.0,0.16,0.04
Far Cry: Primal,PC,2016.0,Action,Ubisoft,40.6,,0.20500000000000002,0.05500000000000001,0.0,0.135,0.015
Akiba's Trip: Undead & Undressed,PSV,2013.0,Action,Nippon Ichi Software,,,0.16,0.04,0.08,0.02,0.015
Easy Piano,DS,2009.0,Misc,Game Life,,,0.165,0.04,0.0,0.11,0.02
Warriors Orochi 3,PS4,2014.0,Action,Tecmo Koei,,,0.15,0.04,0.04,0.05,0.02
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,,,0.155,0.04,0.03,0.07500000000000001,0.01
Mugen Souls,PS3,2012.0,Role-Playing,Nippon Ichi Software,29.45,,0.155,0.04,0.08,0.025,0.01
F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,40.75,5.85,0.15,0.04,0.0,0.08,0.03
7 Days to Die,PS4,2016.0,Action,Telltale Games,,,0.175,0.065,0.0,0.08,0.025
Skylanders Imaginators,PS4,2016.0,Platform,Activision,,,0.28500000000000003,0.11,0.0,0.13,0.045000000000000005
XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,48.4,7.6,0.225,0.1,0.0,0.09,0.035
Call of Duty: Infinite Warfare,PC,2016.0,Shooter,Activision,40.35,3.4,0.23500000000000001,0.08,0.0,0.135,0.02
Top Spin 4,Wii,2011.0,Sports,Take-Two Interactive,31.1,,0.14,0.04,0.0,0.08,0.02
Shinobido 2: Tales of the Ninja,PSV,2011.0,Action,Sony Computer Entertainment,,,0.14,0.04,0.02,0.05,0.02
Rio,PS3,2011.0,Misc,THQ,,,0.14,0.04,0.0,0.07,0.02
Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,Tripwire Interactive,41.85,7.3,0.135,0.04,0.0,0.07,0.02
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002.0,Fighting,Namco Bandai Games,,,0.14,0.04,0.08,0.01,0.0
Dengeki Bunko Fighting Climax,PSV,2014.0,Fighting,Sega,,,0.14,0.045,0.08,0.0,0.015
Hyperdevotion Noire: Goddess Black Heart,PSV,2014.0,Role-Playing,Idea Factory,,,0.13,0.04,0.06,0.01,0.02
Naruto Shippuden: Kizuna Drive,PSP,2010.0,Action,Namco Bandai Games,32.0,,0.135,0.04,0.05,0.025,0.015
Secret Agent Clank,PSP,2008.0,Platform,Sony Computer Entertainment,39.5,,0.135,0.04,0.04,0.035,0.02
DiRT Rally,XOne,2016.0,Racing,Codemasters,47.25,7.95,0.16499999999999998,0.08,0.0,0.08,0.015
Farming Simulator 17,XOne,2016.0,Simulation,Focus Home Interactive,35.95,,0.225,0.115,0.0,0.09,0.02
Dishonored 2,PC,2016.0,Action,Bethesda Softworks,47.4,6.95,0.19,0.06,0.0,0.12000000000000001,0.015
Lego Star Wars: The Force Awakens,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,,,0.2,0.045,0.015,0.13,0.015
LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,,,0.12,0.04,0.0,0.065,0.01
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013.0,Action,Ubisoft,41.7,,0.125,0.04,0.0,0.07,0.01
The King of Fighters '98 Ultimate Match,PS2,2008.0,Fighting,Ignition Entertainment,,,0.12,0.04,0.03,0.03,0.01
Pro Evolution Soccer 2016,XOne,2015.0,Sports,Konami Digital Entertainment,46.85,6.7,0.11499999999999999,0.045,0.0,0.06,0.01
Rugby 15,PS4,2015.0,Sports,Bigben Interactive,,,0.12,0.045,0.0,0.06,0.02
Transformer: Rise of the Dark Spark,PS3,2014.0,Action,Activision,,,0.11,0.04,0.01,0.04,0.02
Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,26.25,,0.11,0.04,0.06,0.01,0.0
Ride,XOne,2015.0,Racing,Milestone S.r.l.,,,0.10500000000000001,0.045,0.0,0.05,0.01
Pro Evolution Soccer 2016,X360,2015.0,Sports,Konami Digital Entertainment,,7.1,0.115,0.05500000000000001,0.0,0.05,0.01
The Walking Dead: Season Two,X360,2014.0,Adventure,Telltale Games,,,0.1,0.04,0.0,0.05,0.01
Steins;Gate,PSV,2013.0,Adventure,PQube,,,0.1,0.04,0.0,0.04,0.02
Blades of Time,PS3,2012.0,Action,Konami Digital Entertainment,,,0.1,0.04,0.01,0.03,0.01
Yoostar2,PS3,2011.0,Misc,Unknown,,,0.1,0.04,0.0,0.045,0.02
Truth or Lies,Wii,2010.0,Misc,THQ,,,0.1,0.04,0.0,0.05,0.01
E·O·E: Eve of Extinction,PS2,2002.0,Fighting,Eidos Interactive,,,0.1,0.04,0.02,0.03,0.01
Skylanders Imaginators,X360,2016.0,Platform,Activision,,,0.19,0.09000000000000001,0.0,0.08499999999999999,0.015
The Smurfs 2,WiiU,2013.0,Platform,Ubisoft,,,0.095,0.045,0.0,0.035,0.01
Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011.0,Sports,Tecmo Koei,,,0.1,0.05,0.01,0.03,0.01
Army Corps of Hell,PSV,2011.0,Action,Square Enix,,,0.09,0.04,0.0,0.04,0.02
Michael Jackson: The Experience,PSV,2011.0,Misc,Ubisoft,31.3,,0.09,0.04,0.0,0.03,0.02
Kung Fu Panda 2,PS3,2011.0,Action,THQ,,,0.095,0.04,0.0,0.04,0.01
May's Mystery: Forbidden Memories,DS,2011.0,Puzzle,Mastertronic,,,0.095,0.045,0.0,0.04,0.01
Mystery Stories: Curse of the Ancient Spirits,DS,2011.0,Adventure,GSP,,,0.095,0.045,0.0,0.04,0.01
Arcania: Gothic 4,X360,2010.0,Role-Playing,JoWood Productions,34.9,,0.09,0.04,0.01,0.04,0.01
Ski and Shoot,Wii,2008.0,Sports,RTL,,,0.09,0.04,0.0,0.04,0.01
Samurai Warriors 2: Xtreme Legends,PS2,2007.0,Action,Tecmo Koei,27.65,,0.09,0.04,0.0,0.03,0.01
Nobunaga's Ambition: Iron Triangle,PS2,2006.0,Strategy,Tecmo Koei,42.0,,0.09,0.04,0.0,0.03,0.01
Fire Pro Wrestling Returns,PS2,2005.0,Sports,505 Games,42.5,,0.09,0.04,0.0,0.03,0.01
Killer7,PS2,2005.0,Action,Capcom,38.6,,0.09,0.04,0.0,0.03,0.01
Romance of the Three Kingdoms X,PS2,2005.0,Strategy,Tecmo Koei,,,0.09,0.04,0.0,0.03,0.01
Rugby 2005,PS2,2005.0,Sports,Electronic Arts,39.5,,0.09,0.04,0.0,0.03,0.01
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,Eidos Interactive,39.5,,0.09,0.04,0.0,0.04,0.01
Astro Boy,PS2,2004.0,Action,Sega,,,0.09,0.04,0.0,0.03,0.01
Agassi Tennis Generation,PS2,2003.0,Sports,DreamCatcher Interactive,,,0.09,0.04,0.0,0.03,0.01
Freestyle Metal X,PS2,2003.0,Racing,Midway Games,37.3,,0.09,0.04,0.0,0.03,0.01
Ghosthunter,PS2,2003.0,Action,Sony Computer Entertainment,38.7,,0.09,0.04,0.0,0.03,0.01
Crimson Sea,XB,2002.0,Action,Tecmo Koei,43.05,,0.09,0.04,0.04,0.01,0.0
Island Xtreme Stunts,PS2,2002.0,Action,Electronic Arts,34.0,,0.09,0.04,0.0,0.03,0.01
Road Trip,PS2,2002.0,Racing,Play It,,,0.09,0.04,0.0,0.03,0.01
Savage Skies,PS2,2002.0,Shooter,Big Ben Interactive,30.0,,0.09,0.04,0.0,0.03,0.01
Dark Angel: Vampire Apocalypse,PS2,2001.0,Role-Playing,Metro 3D,28.8,,0.09,0.04,0.0,0.03,0.01
MetropolisMania,PS2,2001.0,Strategy,Natsume,34.9,,0.09,0.04,0.0,0.03,0.01
Project Eden,PS2,2001.0,Action,Eidos Interactive,39.4,,0.09,0.04,0.0,0.03,0.01
Wizardry: Tale of the Forsaken Land,PS2,2001.0,Role-Playing,Ubisoft,38.6,,0.09,0.04,0.0,0.03,0.01
BlazBlue Central Fiction,PS4,2016.0,Fighting,PQube,,,0.08,0.04,0.03,0.0,0.01
Battleborn,PC,2016.0,Shooter,Take-Two Interactive,37.9,6.85,0.14,0.08,0.0,0.05,0.015
MotoGP 14 ,X360,2014.0,Racing,Milestone S.r.l.,,,0.08,0.04,0.0,0.03,0.01
PAC-MAN and the Ghostly Adventures,X360,2013.0,Platform,Namco Bandai Games,,,0.08,0.04,0.0,0.03,0.01
Warriors Orochi 3 Hyper,WiiU,2012.0,Action,Tecmo Koei,35.5,7.4,0.08,0.04,0.02,0.025,0.01
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011.0,Action,THQ,,,0.08,0.04,0.0,0.03,0.01
Knights Contract,PS3,2011.0,Action,Namco Bandai Games,28.4,,0.08,0.04,0.0,0.03,0.01
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011.0,Action,THQ,,,0.08,0.04,0.0,0.035,0.01
Cabela's North American Adventures,PS2,2010.0,Sports,Activision,,,0.08,0.04,0.0,0.03,0.01
Rapala Pro Bass Fishing 2010,PS2,2010.0,Sports,Activision,,,0.08,0.04,0.0,0.03,0.01
ShellShock 2: Blood Trails,PS3,2009.0,Shooter,Eidos Interactive,19.1,,0.08,0.04,0.0,0.03,0.01
"Ni Hao, Kai-lan: Super Game Day",PS2,2009.0,Misc,Take-Two Interactive,,,0.08,0.04,0.0,0.03,0.01
Pimp My Ride: Street Racing,PS2,2009.0,Racing,Activision,,,0.08,0.04,0.0,0.03,0.01
Mortal Kombat Kollection,PS2,2008.0,Fighting,Midway Games,,,0.08,0.04,0.0,0.03,0.01
Pac-Man Power Pack,PS2,2008.0,Misc,Namco Bandai Games,,,0.08,0.04,0.0,0.03,0.01
Winter Sports 2: The Next Challenge,PS2,2008.0,Sports,Conspiracy Entertainment,,,0.08,0.04,0.0,0.03,0.01
Bella Sara,DS,2008.0,Misc,Codemasters,,,0.08,0.04,0.0,0.03,0.01
Earth Defense Force 2017,X360,2006.0,Action,D3Publisher,38.2,,0.08,0.04,0.03,0.005,0.0
IHRA Drag Racing: Sportsman Edition,PS2,2006.0,Racing,Bethesda Softworks,,,0.08,0.04,0.0,0.03,0.01
State of Emergency 2,PS2,2006.0,Shooter,SouthPeak Games,24.65,,0.08,0.04,0.0,0.03,0.01
TOCA Race Driver 3,PS2,2006.0,Racing,Codemasters,,,0.08,0.04,0.0,0.03,0.01
Bomberman Land Touch!,DS,2006.0,Puzzle,Rising Star Games,,,0.08499999999999999,0.04,0.04,0.0,0.0
Fatal Frame III: The Tormented,PS2,2005.0,Action,Take-Two Interactive,42.85,,0.08,0.04,0.0,0.03,0.01
Outlaw Tennis,PS2,2005.0,Sports,Global Star,37.0,,0.08,0.04,0.0,0.03,0.01
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005.0,Role-Playing,Ghostlight,45.05,,0.08,0.04,0.0,0.03,0.01
Stuart Little 3: Big Photo Adventure,PS2,2005.0,Platform,Sony Computer Entertainment,39.0,,0.08,0.04,0.0,0.03,0.01
Urban Reign,PS2,2005.0,Action,Namco Bandai Games,33.75,,0.08,0.04,0.0,0.03,0.01
Zatch Bell! Mamodo Battles,PS2,2005.0,Fighting,Namco Bandai Games,,,0.08,0.04,0.0,0.03,0.01
Ape Escape: Pumped & Primed,PS2,2004.0,Misc,Sony Computer Entertainment,,,0.08,0.04,0.0,0.03,0.01
Samurai Western,PS2,2004.0,Action,505 Games,32.0,,0.08,0.04,0.0,0.03,0.01
Seven Samurai 20XX,PS2,2004.0,Action,Sega,29.35,,0.08,0.04,0.0,0.03,0.01
Stella Deus: The Gate of Eternity,PS2,2004.0,Strategy,505 Games,41.15,,0.08,0.04,0.0,0.03,0.01
RTX Red Rock,PS2,2003.0,Shooter,LucasArts,27.3,,0.08,0.04,0.0,0.03,0.01
Space Channel 5 Special Edition,PS2,2003.0,Misc,Agetec,,,0.08,0.04,0.0,0.03,0.01
Endgame,PS2,2002.0,Shooter,Empire Interactive,30.25,,0.08,0.04,0.0,0.03,0.01
Grand Prix Challenge,PS2,2002.0,Racing,Atari,42.5,,0.08,0.04,0.0,0.03,0.01
LEGO Soccer Mania,PS2,2002.0,Sports,Electronic Arts,,,0.08,0.04,0.0,0.03,0.01
P.T.O. IV: Pacific Theater of Operations,PS2,2002.0,Strategy,Tecmo Koei,,,0.08,0.04,0.0,0.03,0.01
Sub Rebellion,PS2,2002.0,Simulation,Metro 3D,39.0,,0.08,0.04,0.0,0.03,0.01
ESPN NFL Primetime 2002,PS2,2001.0,Sports,Konami Digital Entertainment,,,0.08,0.04,0.0,0.03,0.01
Hidden Invasion,PS2,2001.0,Shooter,Swing! Entertainment,21.25,,0.08,0.04,0.0,0.03,0.01
The Legend of Alon D'ar,PS2,2001.0,Role-Playing,Ubisoft,23.65,,0.08,0.04,0.0,0.03,0.01
Skydiving Extreme,PS,2001.0,Sports,Banpresto,,,0.08,0.04,0.0,0.03,0.01
Disney's Donald Duck: Goin' Quackers,PS2,2000.0,Platform,Ubisoft,,,0.08,0.04,0.0,0.03,0.01
Ephemeral Fantasia,PS2,2000.0,Role-Playing,Konami Digital Entertainment,26.85,,0.08,0.04,0.0,0.03,0.01
Gadget Racers,PS2,2000.0,Racing,Midas Interactive Entertainment,36.5,,0.08,0.04,0.0,0.03,0.01
Gradius III and IV,PS2,2000.0,Shooter,Konami Digital Entertainment,35.25,,0.08,0.04,0.0,0.03,0.01
Duke Nukem: Land of the Babes,PS,2000.0,Shooter,Atari,20.5,,0.08,0.04,0.0,0.03,0.0
Incredible Crisis,PS,1999.0,Action,Titus,44.25,,0.08,0.04,0.0,0.03,0.01
Auto Destruct,PS,1998.0,Action,Electronic Arts,,,0.08,0.04,0.0,0.03,0.01
Monkey Hero,PS,1998.0,Action,Take-Two Interactive,,,0.08,0.04,0.0,0.03,0.0
No One Can Stop Mr. Domino!,PS,1998.0,Misc,JVC,,,0.08,0.04,0.0,0.03,0.0
R/C Stunt Copter,PS,1998.0,Simulation,Interplay,,,0.08,0.04,0.0,0.03,0.01
Ogre Battle Series: Tactics Ogre,PS,1997.0,Role-Playing,Atlus,,,0.08,0.04,0.0,0.03,0.01
Skeleton Warriors,PS,1996.0,Platform,Virgin Interactive,,,0.08,0.04,0.0,0.03,0.01
Krazy Ivan,PS,1995.0,Simulation,Psygnosis,,,0.08,0.04,0.0,0.03,0.0
Slam 'n Jam '96 featuring Magic & Kareem,PS,1995.0,Sports,Crystal Dynamics,,,0.08,0.04,0.0,0.03,0.01
Striker 96,PS,1995.0,Sports,Time Warner Interactive,,,0.08,0.04,0.0,0.03,0.01
Tempest 3X,PS,1995.0,Shooter,Interplay,,,0.08,0.04,0.0,0.03,0.01
Divinity: Original Sin,XOne,2015.0,Role-Playing,Focus Home Interactive,,,0.085,0.05,0.0,0.03,0.01
Resident Evil: Revelations 2,X360,2015.0,Action,Capcom,,6.8,0.085,0.05500000000000001,0.0,0.02,0.01
Dynasty Warriors 8: Empires,XOne,2014.0,Action,Tecmo Koei,,,0.07,0.04,0.0,0.02,0.01
Pac-Man and the Ghostly Adventures 2,WiiU,2014.0,Adventure,Namco Bandai Games,,,0.07,0.04,0.0,0.02,0.01
Hyperdimension Neptunia Re;Birth 3,PSV,2014.0,Action,Idea Factory International,,,0.07,0.04,0.0,0.02,0.02
Escape Dead Island,PS3,2014.0,Action,Deep Silver,,,0.085,0.045,0.0,0.03,0.015
Killer Instinct (2013),XOne,2013.0,Fighting,Microsoft Game Studios,,,0.09,0.05500000000000001,0.0,0.03,0.01
Disney's Planes,3DS,2013.0,Simulation,Disney Interactive Studios,,,0.07500000000000001,0.04,0.0,0.03,0.01
Emily the Strange: Strangerous,DS,2011.0,Action,DTP Entertainment,,,0.07,0.04,0.0,0.025,0.01
Jewel Time Deluxe,DS,2011.0,Puzzle,O-Games,,,0.07,0.04,0.0,0.03,0.01
Dreamer Series: Pop Star,DS,2009.0,Misc,Tivola,,,0.07,0.04,0.0,0.02,0.01
Goosebumps HorrorLand,PS2,2008.0,Adventure,Scholastic Inc.,,,0.07,0.04,0.0,0.03,0.01
Alvin and the Chipmunks,PS2,2007.0,Misc,Brash Entertainment,18.75,,0.07,0.04,0.0,0.03,0.01
Dynasty Warriors DS: Fighter's Battle,DS,2007.0,Action,Tecmo Koei,30.95,,0.07,0.04,0.03,0.0,0.0
Stacked with Daniel Negreanu,PS2,2006.0,Misc,Myelin Media,33.9,,0.07,0.04,0.0,0.03,0.01
Tomb Raider: Legend,DS,2006.0,Action,Eidos Interactive,33.0,,0.07,0.04,0.0,0.02,0.01
In The Groove,PS2,2005.0,Misc,RedOctane,,,0.07,0.04,0.0,0.03,0.01
Kessen III,PS2,2004.0,Strategy,Tecmo Koei,40.5,,0.07,0.04,0.0,0.03,0.01
Serious Sam: Next Encounter,PS2,2004.0,Shooter,Global Star,35.6,,0.07,0.04,0.0,0.03,0.01
Wrath Unleashed,PS2,2004.0,Strategy,LucasArts,35.8,,0.07,0.04,0.0,0.03,0.01
Futurama,PS2,2003.0,Platform,SCi,32.85,,0.07,0.04,0.0,0.03,0.01
Aero Elite: Combat Academy,PS2,2002.0,Simulation,Sega,35.25,,0.07,0.04,0.0,0.03,0.01
Godai: Elemental Force,PS2,2002.0,Action,3DO,,,0.07,0.04,0.0,0.03,0.01
Magic Pengel: The Quest for Color,PS2,2002.0,Role-Playing,Taito,41.25,,0.07,0.04,0.0,0.03,0.01
Sky Gunner,PS2,2001.0,Action,Sony Computer Entertainment,,,0.07,0.04,0.0,0.03,0.01
Army Men: Green Rogue,PS,2001.0,Action,3DO,,,0.07,0.04,0.0,0.02,0.0
The Putter Golf,PS,2001.0,Sports,D3Publisher,,,0.07,0.04,0.0,0.03,0.0
Boxing,PS,2000.0,Fighting,Midas Interactive Entertainment,,,0.07,0.04,0.0,0.03,0.0
Card Games,PS,2000.0,Misc,D3Publisher,,,0.07,0.04,0.0,0.03,0.0
Monster Rancher Battle Card: Episode II,PS,2000.0,Action,Tecmo Koei,,,0.07,0.04,0.0,0.03,0.0
Dragon Valor,PS,1999.0,Role-Playing,Sony Computer Entertainment,31.55,,0.07,0.04,0.0,0.03,0.0
Alexi Lalas International Soccer,PS,1998.0,Sports,Take-Two Interactive,,,0.07,0.04,0.0,0.03,0.0
Blast Radius,PS,1998.0,Action,Psygnosis,,,0.07,0.04,0.0,0.03,0.0
C: The Contra Adventure,PS,1998.0,Shooter,Konami Digital Entertainment,,,0.07,0.04,0.0,0.02,0.0
Circuit Breakers,PS,1998.0,Racing,Mindscape,,,0.07,0.04,0.0,0.03,0.0
Destrega,PS,1998.0,Fighting,Sony Computer Entertainment,,,0.07,0.04,0.0,0.03,0.0
Roll Away,PS,1998.0,Puzzle,Sony Computer Entertainment,,,0.07,0.04,0.0,0.03,0.0
Uprising X,PS,1998.0,Action,3DO,,,0.07,0.04,0.0,0.03,0.0
Vanguard Bandits,PS,1998.0,Strategy,Human Entertainment,34.2,,0.07,0.04,0.0,0.03,0.0
Buster Bros. Collection,PS,1997.0,Puzzle,Capcom,,,0.07,0.04,0.0,0.03,0.0
Fantastic Four,PS,1997.0,Action,Acclaim Entertainment,,,0.07,0.04,0.0,0.03,0.0
G Darius,PS,1997.0,Shooter,THQ,,,0.07,0.04,0.0,0.03,0.0
Norse by Norsewest: The Return of the Lost Vikings,PS,1997.0,Action,Interplay,,,0.07,0.04,0.0,0.03,0.0
Pandemonium 2,PS,1997.0,Platform,BMG Interactive Entertainment,,,0.07,0.04,0.0,0.02,0.0
RayStorm,PS,1997.0,Shooter,Sony Computer Entertainment,43.25,,0.07,0.04,0.0,0.03,0.0
TigerShark,PS,1997.0,Simulation,GT Interactive,,,0.07,0.04,0.0,0.03,0.0
Machine Head,PS,1996.0,Shooter,Eidos Interactive,,,0.07,0.04,0.0,0.03,0.0
NHL Open Ice,PS,1996.0,Sports,Midway Games,,,0.07,0.04,0.0,0.03,0.0
Speed Racer,PS,1996.0,Racing,Tomy Corporation,,,0.07,0.04,0.0,0.02,0.0
Spot Goes to Hollywood,PS,1996.0,Platform,Virgin Interactive,,,0.07,0.04,0.0,0.03,0.0
Strike Point,PS,1996.0,Simulation,Elite,,,0.07,0.04,0.0,0.03,0.0
Tecmo's Deception,PS,1996.0,Role-Playing,Sunsoft,,,0.07,0.04,0.0,0.03,0.0
The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,,,0.07,0.04,0.0,0.03,0.0
DefCon 5,PS,1995.0,Shooter,Psygnosis,,,0.07,0.04,0.0,0.03,0.0
Space Hulk: Vengeance of the Blood Angels,PS,1995.0,Shooter,Electronic Arts,,,0.07,0.04,0.0,0.03,0.0
Viewpoint,PS,1995.0,Shooter,Electronic Arts,,,0.07,0.04,0.0,0.03,0.0
Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992.0,Fighting,Konami Digital Entertainment,,,0.07,0.04,0.02,0.01,0.0
Dream Trigger 3D,3DS,,Shooter,D3Publisher,29.85,6.3,0.07,0.04,0.0,0.02,0.01
Darksiders II,XOne,2015.0,Action,Nordic Games,,,0.06,0.04,0.0,0.02,0.01
Devil's Third,WiiU,2015.0,Action,Nintendo,23.4,6.1,0.055,0.035,0.0,0.02,0.005
Transformer: Rise of the Dark Spark,WiiU,2014.0,Action,Activision,,,0.06,0.04,0.0,0.015,0.01
Ride to Hell,X360,2013.0,Racing,Deep Silver,,,0.06,0.04,0.0,0.01,0.01
Akai Katana Shin,X360,2011.0,Shooter,Cave,,,0.06,0.04,0.01,0.0,0.0
Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,36.55,,0.06,0.04,0.0,0.02,0.01
Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,40.75,,0.06,0.04,0.0,0.02,0.0
Speed,Wii,2010.0,Racing,Unknown,,,0.06,0.04,0.0,0.02,0.005
Tournament of Legends,Wii,2010.0,Fighting,Sega,25.0,,0.065,0.04,0.0,0.02,0.01
Create,PC,2010.0,Action,Electronic Arts,30.0,,0.06,0.04,0.0,0.01,0.005
World Championship Athletics,Wii,2009.0,Sports,DTP Entertainment,,,0.06,0.04,0.0,0.01,0.0
Playmobil Knights,DS,2009.0,Action,Mindscape,,,0.06,0.04,0.0,0.01,0.0
Warriors Orochi 2,X360,2008.0,Action,Tecmo Koei,,,0.06,0.04,0.01,0.0,0.0
Warriors Orochi 2,X360,2008.0,Action,Tecmo Koei,,,0.04,0.04,0.015,0.0,0.0
